"uniprotkb_canonical_ac","uniprotkb_isoform_ac","transcript_id","peptide_id","chromosome_id","start_pos","end_pos","strand"
"P46937-1","P46937-1","ENST00000282441","ENSP00000282441","11","102110849","102229937","0"
"P46937-1","P46937-2","ENST00000531439","ENSP00000431574","11","102110849","102229937","0"
"P46937-1","P46937-4","ENST00000524575","ENSP00000435602","11","102114357","102229937","0"
"P46937-1","P46937-5","ENST00000526343","ENSP00000434134","11","102110849","102229937","0"
"P46937-1","P46937-7","ENST00000345877","ENSP00000331023","11","102110849","102229937","0"
"P46937-1","P46937-8","ENST00000537274","ENSP00000445635","11","102110849","102229937","0"
"P46937-1","P46937-9","ENST00000615667","ENSP00000478927","11","102110849","102229937","0"
"P46937-1","P46937-3","ENST00000629586","ENSP00000487519","11","102110849","102229937","0"
"Q6V1X1-1","H0YKA2-1","ENST00000558529","ENSP00000452719","15","65512583","65497952","1"
"P46020-1","A6NIT2-1","ENST00000373545","ENSP00000362646","X","72713880","72581005","1"
"P46939-1","A0A0A0MSM3-1","ENST00000421035","ENSP00000396276","6","144344211","144426328","0"
"P46939-1","Q5SYY2-1","ENST00000433557","ENSP00000390879","6","144291829","144403184","0"
"P46939-1","P46939-1","ENST00000367545","ENSP00000356515","6","144291829","144850994","0"
"P46939-1","Q5JT45-1","ENST00000432686","ENSP00000398923","6","144797869","144828853","0"
"P46939-1","H0Y337-1","ENST00000367524","ENSP00000356494","6","144789229","144828851","0"
"P46939-1","Q5JT44-1","ENST00000417142","ENSP00000404205","6","144797869","144835828","0"
"P46939-1","Q5T097-1","ENST00000367526","ENSP00000356496","6","144583457","144850994","0"
"P46939-1","Q5JT49-1","ENST00000455022","ENSP00000387927","6","144799454","144835936","0"
"P46939-1","Q5T098-1","ENST00000367525","ENSP00000356495","6","144660225","144678552","0"
"P46939-1","A0A0D9SG57-1","ENST00000628146","ENSP00000487153","6","144330967","144426358","0"
"P11532-1","A0A7P0TB71-1","ENST00000680216","ENSP00000506462","X","31261016","31247738","1"
"Q9H334-1","A0A3B3ISQ6-1","ENST00000648121","ENSP00000497418","3","71047044","70977985","1"
"Q6ZMP0-1","Q6ZMP0-3","ENST00000261862","ENSP00000261862","15","71547410","71780931","0"
"Q6ZMP0-1","Q6ZMP0-4","ENST00000357769","ENSP00000350413","15","71547410","71777371","0"
"Q6ZMP0-1","A0A087X1T0-1","ENST00000620694","ENSP00000484438","15","71141528","71215238","0"
"Q6ZMP0-1","Q6ZMP0-1","ENST00000355327","ENSP00000347484","15","71141528","71777371","0"
"P78352-1","A0A3B3ISQ5-1","ENST00000648896","ENSP00000497546","17","7213830","7190711","1"
"Q9NX65-1","B4DR24-1","ENST00000422427","ENSP00000407312","16","3390124","3384412","1"
"Q9H6S3-1","A0A3B3ISQ4-1","ENST00000650127","ENSP00000497389","11","709408","727653","0"
"Q13228-1","F8WBA9-1","ENST00000455839","ENSP00000390433","1","151372641","151369110","1"
"O43283-1","C9JP65-1","ENST00000447637","ENSP00000389495","3","185428582","185428920","0"
"Q9UJ83-1","C9JJM7-1","ENST00000414979","ENSP00000395352","3","15601463","15582878","1"
"P10828-1","C9JJM3-1","ENST00000431815","ENSP00000395362","3","24228959","24152432","1"
"Q96MV1-1","C9JJM2-1","ENST00000456991","ENSP00000395364","1","95143902","95173878","0"
"O00522-1","C9JJM9-1","ENST00000452773","ENSP00000395346","7","92242135","92241081","1"
"P46100-1","A0A6Q8PHA4-1","ENST00000675732","ENSP00000502598","X","77633619","77508354","1"
"Q96LI9-1","A0A3B3ISQ8-1","ENST00000648352","ENSP00000497334","X","23910303","23939300","0"
"Q8N3X6-1","A0A6Q8PFX9-1","ENST00000675131","ENSP00000501990","4","18021751","17972871","1"
"Q86WJ1-1","A0A494C1H0-1","ENST00000652486","ENSP00000499043","1","147242704","147259918","0"
"P15882-1","A0A494C1H3-1","ENST00000651971","ENSP00000499035","2","175004912","174915121","1"
"P0CG38-1","A0A494C1H2-1","ENST00000652235","ENSP00000499032","2","130509235","130503443","1"
"Q9H5K3-1","A0A6Q8PFX5-1","ENST00000676178","ENSP00000502007","8","43103549","43120428","0"
"P54577-1","A0A6Q8PFX4-1","ENST00000481895","ENSP00000502016","1","32817244","32797616","1"
"Q96RW7-1","Q96RW7-1","ENST00000271588","ENSP00000271588","1","185734780","186189875","0"
"Q96RW7-1","Q5TCP6-1","ENST00000414277","ENSP00000406205","1","186171387","186189665","0"
"O75940-1","A0A6Q8PFX6-1","ENST00000674928","ENSP00000502024","10","110303587","110298747","1"
"P23471-1","A0A494C1H9-1","ENST00000651065","ENSP00000499073","7","121873500","122061217","0"
"Q9C040-1","A0A6Q8PFX3-1","ENST00000674847","ENSP00000501983","4","153257605","153334963","0"
"A0A0J9YXN1-1","A0A0J9YXN1-1","ENST00000390583","ENSP00000419773","14","105904527","105904501","1"
"Q8N668-1","H0Y7J4-1","ENST00000427417","ENSP00000413207","2","62000979","62135940","0"
"Q15811-1","H0Y7J7-1","ENST00000437126","ENSP00000413290","21","33818383","33828979","0"
"Q9Y6C5-1","H0Y7J2-1","ENST00000438067","ENSP00000413169","1","44823260","44820690","1"
"O95361-1","J3QLP0-1","ENST00000579219","ENSP00000463639","17","15636236","15628980","1"
"Q9HAS0-1","J3QRW7-1","ENST00000582961","ENSP00000464416","17","32334543","32331910","1"
"Q8WU58-1","J3QLP2-1","ENST00000577513","ENSP00000463642","17","28766667","28758273","1"
"Q6PCB0-1","J3QLP3-1","ENST00000495558","ENSP00000463643","1","1436959","1437459","0"
"O14730-1","J3QLP4-1","ENST00000577250","ENSP00000463644","18","23477188","23486185","0"
"Q9Y3S1-1","H0Y7J9-1","ENST00000453718","ENSP00000413325","9","93289187","93308584","0"
"P58743-1","F8WD50-1","ENST00000445809","ENSP00000396833","7","103421514","103407943","1"
"Q92562-1","A0A6Q8PHA1-1","ENST00000675714","ENSP00000502561","6","109691436","109791643","0"
"Q13423-1","H0Y9R2-1","ENST00000503059","ENSP00000424782","5","43677779","43702625","0"
"Q96FI4-1","H3BM98-1","ENST00000567005","ENSP00000454292","15","75348906","75352059","0"
"Q9UK85-1","M0QYJ2-1","ENST00000594268","ENSP00000469865","19","49374726","49375025","0"
"Q8N8L6-1","H0Y9R6-1","ENST00000503175","ENSP00000424831","5","176368947","176388495","0"
"O94955-1","H0Y9R7-1","ENST00000510313","ENSP00000424844","5","95768140","95788909","0"
"P32969-1","H0Y9R4-1","ENST00000506581","ENSP00000424796","4","39457681","39454546","1"
"Q9H3E2-1","H0Y9R5-1","ENST00000504959","ENSP00000424826","4","185320845","185339392","0"
"Q9H0A8-1","H3BM91-1","ENST00000568301","ENSP00000454283","15","75336138","75339871","0"
"Q9UPV9-1","A0A0D9SFL5-1","ENST00000487159","ENSP00000486713","3","42176840","42223734","0"
"P29400-1","H0Y9R8-1","ENST00000504541","ENSP00000424845","X","108692822","108694921","0"
"O15305-1","H3BM92-1","ENST00000566540","ENSP00000454284","16","8797883","8806335","0"
"Q6UXK2-1","H3BM95-1","ENST00000569886","ENSP00000454287","15","74132755","74133021","0"
"Q6P2D0-1","H3BM94-1","ENST00000646408","ENSP00000496742","16","75152952","75169321","0"
"Q96T60-1","A0A0D9SFL2-1","ENST00000631020","ENSP00000486707","19","49867204","49861251","1"
"Q01844-1","A0A0D9SFL3-1","ENST00000629659","ENSP00000486709","22","29268337","29300158","0"
"A6NFE3-1","J3KR52-1","ENST00000485614","ENSP00000417841","7","105581463","105565552","1"
"Q8N782-1","J3KR51-1","ENST00000474037","ENSP00000417696","19","53372282","53382016","0"
"P00973-1","A0A7P0T9Q4-1","ENST00000679971","ENSP00000505786","12","112907040","112919690","0"
"Q96JK9-1","E7ESR8-1","ENST00000398940","ENSP00000381913","4","139890052","139889186","1"
"P19012-1","K7EQK9-1","ENST00000470004","ENSP00000467875","17","41518415","41517549","1"
"P19012-1","P19012-1","ENST00000254043","ENSP00000254043","17","41518827","41514026","1"
"P19012-1","A8MT21-1","ENST00000393974","ENSP00000377544","17","41518415","41514026","1"
"P19012-1","C9JTG5-1","ENST00000458290","ENSP00000409282","17","41518415","41515564","1"
"P19012-1","K7EMX0-1","ENST00000497016","ENSP00000466687","17","41518415","41516891","1"
"P35236-1","J3KR55-1","ENST00000477554","ENSP00000418416","1","202161581","202148609","1"
"P0CF97-1","D6RAC6-1","ENST00000503617","ENSP00000422751","4","15686978","15687049","0"
"Q01629-1","A0A7P0T9Q3-1","ENST00000681211","ENSP00000505719","11","309013","309162","0"
"Q9UID6-1","J3KR59-1","ENST00000491818","ENSP00000418870","3","179328294","179333612","0"
"Q9UK23-1","K7EK96-1","ENST00000565876","ENSP00000465523","16","5033338","5033102","1"
"Q92613-1","F2Z3N8-1","ENST00000424392","ENSP00000391009","X","46984895","47027974","0"
"Q96FV3-1","D6RI03-1","ENST00000503030","ENSP00000425975","5","176647616","176651778","0"
"Q96T60-1","A0A1B0GVJ3-1","ENST00000637897","ENSP00000490539","19","49866842","49865382","1"
"P61077-1","D6R9F6-1","ENST00000502563","ENSP00000421794","4","102826508","102809707","1"
"P61077-1","D6RJB3-1","ENST00000508635","ENSP00000427270","4","102809792","102809136","1"
"P61077-1","D6R980-1","ENST00000508974","ENSP00000423324","4","102826508","102809140","1"
"P61077-1","D6RAW0-1","ENST00000508476","ENSP00000424710","4","102809792","102801455","1"
"P61077-1","D6RIZ3-1","ENST00000502690","ENSP00000425762","4","102826508","102801524","1"
"P61077-1","P61077-1","ENST00000394803","ENSP00000378282","4","102826508","102797418","1"
"P61077-1","A0A087WY85-1","ENST00000618836","ENSP00000481600","4","102810396","102797418","1"
"P61077-1","D6RA11-1","ENST00000508238","ENSP00000423487","4","102826508","102801470","1"
"P61077-1","D6RGD0-1","ENST00000508249","ENSP00000421310","4","102826508","102802612","1"
"P61077-1","H9KV45-1","ENST00000350435","ENSP00000337262","4","102825743","102797418","1"
"P61077-1","P61077-2","ENST00000343106","ENSP00000345285","4","102826508","102798932","1"
"P61077-1","P61077-3","ENST00000357194","ENSP00000349722","4","102868744","102797418","1"
"P61077-1","D6R933-1","ENST00000505307","ENSP00000422939","4","102826508","102809136","1"
"P61077-1","D6RAH7-1","ENST00000502404","ENSP00000421904","4","102809792","102797418","1"
"O15550-1","F8W8R6-1","ENST00000382899","ENSP00000372355","X","44873552","45111408","0"
"Q9UBM8-1","F8VWY2-1","ENST00000643627","ENSP00000494156","12","85989546","85979535","1"
"Q8WUI4-1","F8VWY3-1","ENST00000477203","ENSP00000449171","12","47798925","47795766","1"
"P18754-1","C9J3R0-1","ENST00000434290","ENSP00000405258","1","28529867","28535917","0"
"Q92994-1","F8VWY1-1","ENST00000550208","ENSP00000449173","14","105241346","105228861","1"
"Q14202-1","A6NHN7-1","ENST00000373984","ENSP00000363096","X","71253255","71240919","1"
"P13646-1","K7EQH6-1","ENST00000587435","ENSP00000467833","17","41505550","41503069","1"
"P13646-1","P13646-3","ENST00000336861","ENSP00000336604","17","41505550","41501347","1"
"P13646-1","K7ERE3-1","ENST00000587544","ENSP00000468221","17","41505550","41502373","1"
"P13646-1","K7EMJ2-1","ENST00000464634","ENSP00000466525","17","41505550","41505151","1"
"P13646-1","P13646-1","ENST00000246635","ENSP00000246635","17","41505550","41501259","1"
"P13646-1","K7EMD9-1","ENST00000590425","ENSP00000466465","17","41505229","41503018","1"
"Q9H0H5-1","F8VWY4-1","ENST00000548824","ENSP00000449170","12","50016715","50002274","1"
"Q14687-1","A0A1B0GUX8-1","ENST00000635906","ENSP00000490289","16","85556327","85654346","0"
"Q9ULE3-1","F8WAT8-1","ENST00000461883","ENSP00000417673","7","140602397","140523322","1"
"Q8WUD4-1","J3KR35-1","ENST00000292314","ENSP00000292314","3","46976771","46922060","1"
"Q8WUD4-1","Q8WUD4-1","ENST00000683445","ENSP00000508011","3","46976732","46922060","1"
"Q8WUD4-1","S4R331-1","ENST00000605875","ENSP00000473887","3","46976732","46925457","1"
"Q8WUD4-1","C9JUN5-1","ENST00000446836","ENSP00000387490","3","46976732","46923646","1"
"P04637-1","E9PCY9-1","ENST00000503591","ENSP00000426252","17","7676594","7675231","1"
"Q8WUD6-1","H0YI84-1","ENST00000552215","ENSP00000448831","12","101697965","101719496","0"
"Q8WUD6-1","Q8WUD6-1","ENST00000229266","ENSP00000229266","12","101697862","101728942","0"
"Q8WUD6-1","Q8WUD6-2","ENST00000552351","ENSP00000447887","12","101697862","101719495","0"
"Q8WUD6-1","H0YHV7-1","ENST00000552329","ENSP00000447920","12","101714528","101717315","0"
"Q8WUD6-1","H0YI24-1","ENST00000546873","ENSP00000448369","12","101726323","101730552","0"
"Q8WUD6-1","F8W1B3-1","ENST00000549128","ENSP00000446994","12","101697862","101726422","0"
"Q8WUD1-1","E9PE37-1","ENST00000417141","ENSP00000405441","14","21476872","21474867","1"
"Q8WUD1-1","Q8WUD1-1","ENST00000397762","ENSP00000380869","14","21476872","21461199","1"
"Q8WUD1-1","A0A3B3ITL1-1","ENST00000649801","ENSP00000497782","14","21476872","21460325","1"
"Q15700-1","E9PRL2-1","ENST00000524601","ENSP00000436020","11","83633281","83472772","1"
"Q15700-1","E9PIJ9-1","ENST00000527088","ENSP00000435809","11","85132797","84534615","1"
"Q15700-1","Q15700-1","ENST00000398309","ENSP00000381355","11","84923118","83459821","1"
"Q15700-1","H7C325-1","ENST00000457267","ENSP00000409133","11","83484213","83462069","1"
"Q15700-1","Q15700-2","ENST00000376104","ENSP00000365272","11","85598696","83459821","1"
"Q15700-1","Q15700-3","ENST00000418306","ENSP00000402275","11","84273255","83459821","1"
"Q15700-1","Q15700-4","ENST00000280241","ENSP00000280241","11","84317145","83459821","1"
"Q15700-1","Q15700-5","ENST00000426717","ENSP00000393049","11","83633281","83459821","1"
"Q15700-1","E9PQT9-1","ENST00000529399","ENSP00000434346","11","83633281","83532753","1"
"Q15700-1","E9PRX3-1","ENST00000529401","ENSP00000434095","11","84273255","84272295","1"
"Q15700-1","C9JFF9-1","ENST00000434967","ENSP00000403239","11","83651881","83541693","1"
"Q15700-1","E9PPV7-1","ENST00000530800","ENSP00000436302","11","83724892","83486231","1"
"Q15700-1","A8MVA8-1","ENST00000398304","ENSP00000381349","11","83633281","83480633","1"
"Q15700-1","E9PN83-1","ENST00000524982","ENSP00000432894","11","84923118","83459821","1"
"Q15700-1","F8W750-1","ENST00000420775","ENSP00000391017","11","83633281","83469288","1"
"Q15700-1","A8MUT9-1","ENST00000398299","ENSP00000381344","11","84166964","83962965","1"
"Q15700-1","Q6ZSU2-1","ENST00000398301","ENSP00000381346","11","84317145","83786661","1"
"Q15700-1","E9PIW2-1","ENST00000531015","ENSP00000433848","11","84273255","83461976","1"
"Q15700-1","B5MCC5-1","ENST00000404783","ENSP00000385113","11","83633281","83459821","1"
"Q15700-1","B7Z2T4-1","ENST00000532653","ENSP00000435849","11","84923118","83459821","1"
"Q15700-1","A0A3B3ISW2-1","ENST00000648622","ENSP00000497475","11","84720397","83459821","1"
"Q15700-1","A0A3B3ITF1-1","ENST00000650630","ENSP00000497771","11","85626617","83459821","1"
"Q15700-1","A0A3B3ITF4-1","ENST00000472545","ENSP00000497873","11","85626617","85469718","1"
"Q15700-1","F8VYC1-1","ENST00000330014","ENSP00000381353","11","84273188","83459820","1"
"Q15700-1","A0A5F9ZH92-1","ENST00000527466","ENSP00000500169","11","84437465","84098997","1"
"P49005-1","F8W8R3-1","ENST00000223361","ENSP00000223361","7","44122053","44114788","1"
"P43629-1","Q15702-1","ENST00000622691","ENSP00000477743","19","54746500","54760274","0"
"Q9BY44-1","F8WAT3-1","ENST00000490505","ENSP00000417575","3","150546803","150558420","0"
"Q9BWT3-1","F8WAT4-1","ENST00000414060","ENSP00000405599","2","60760249","60781885","0"
"Q9P283-1","F8WAT5-1","ENST00000475244","ENSP00000417570","3","122961263","122910986","1"
"Q8TBC4-1","F8WAT6-1","ENST00000461934","ENSP00000417547","3","69080353","69063453","1"
"Q9Y3A4-1","F8WAT7-1","ENST00000416699","ENSP00000405547","22","42519786","42518643","1"
"Q6PUV4-1","D6RI05-1","ENST00000512824","ENSP00000425973","5","175878740","175879734","0"
"Q04741-1","F8W1B5-1","ENST00000473732","ENSP00000446992","2","72918219","72925540","0"
"O95825-1","C9JQD0-1","ENST00000417979","ENSP00000402844","21","33622056","33602334","1"
"P50213-1","H0YNF5-1","ENST00000559205","ENSP00000453989","15","78149404","78169002","0"
"Q92747-1","E9PF58-1","ENST00000432786","ENSP00000408711","7","99333354","99359593","0"
"Q9H079-1","H0YNF7-1","ENST00000559515","ENSP00000453991","15","34163676","34153006","1"
"Q9BRN9-1","H0YNF6-1","ENST00000558129","ENSP00000453990","15","101650161","101636861","1"
"Q16674-1","M0R0T9-1","ENST00000601159","ENSP00000471439","19","40775550","40777022","0"
"Q9UPW0-1","C9JVP0-1","ENST00000445886","ENSP00000393408","1","42311093","42191406","1"
"Q9NWH9-1","H0YNF3-1","ENST00000560682","ENSP00000453987","15","58933565","58899792","1"
"Q7M4L6-1","H0YNF2-1","ENST00000561278","ENSP00000453986","15","45178198","45175382","1"
"O15498-1","A0A7I2V4L6-1","ENST00000677090","ENSP00000504160","7","44201136","44211565","0"
"Q8WYB5-1","A0A3B3IRN9-1","ENST00000604130","ENSP00000496886","10","74842858","74842923","0"
"Q5T8P6-1","A0A087X0H9-1","ENST00000622611","ENSP00000483408","13","79405774","79320624","1"
"Q5T8P6-1","Q5T8P6-1","ENST00000438737","ENSP00000387531","13","79405774","79320624","1"
"Q5T8P6-1","Q5T8P6-2","ENST00000438724","ENSP00000390222","13","79405774","79320624","1"
"Q5T8P6-1","Q5T8P6-3","ENST00000267229","ENSP00000267229","13","79405774","79320624","1"
"Q5T8P6-1","E2PSN0-1","ENST00000449987","ENSP00000401474","13","79341212","79314973","1"
"Q9Y2Z2-1","A0A7P0T9Q8-1","ENST00000681579","ENSP00000505732","6","73466214","73482502","0"
"P50213-1","H0YNF8-1","ENST00000559803","ENSP00000453338","15","78149404","78161586","0"
"O14920-1","A0A7I2V4L0-1","ENST00000676525","ENSP00000503997","8","42290229","42314345","0"
"Q9NUZ1-1","A0A7I2V3X2-1","ENST00000676595","ENSP00000503683","2","110768390","111117813","0"
"Q9H765-1","F5H023-1","ENST00000539865","ENSP00000438434","12","48153496","48151296","1"
"Q8NFG4-1","J3QQZ7-1","ENST00000461699","ENSP00000463970","17","17228137","17228027","1"
"Q8NFG4-1","Q8NFG4-1","ENST00000285071","ENSP00000285071","17","17228137","17213658","1"
"Q8NFG4-1","Q8NFG4-2","ENST00000389169","ENSP00000373821","17","17228137","17221382","1"
"Q8NFG4-1","C9J4C4-1","ENST00000417064","ENSP00000410410","17","17227978","17223922","1"
"P09486-1","E5RJA5-1","ENST00000522348","ENSP00000429152","5","151676188","151673178","1"
"P29074-1","F5H020-1","ENST00000488279","ENSP00000438445","2","119809854","119882145","0"
"Q13075-1","E5RJA3-1","ENST00000519014","ENSP00000429154","5","71012915","71011761","1"
"Q6PDB4-1","F5H026-1","ENST00000424032","ENSP00000414470","19","52369966","52379527","0"
"P61601-1","E5RJA1-1","ENST00000522078","ENSP00000429162","8","101719629","101719588","1"
"Q9NYS7-1","F5H024-1","ENST00000543218","ENSP00000438433","12","118061048","118038388","1"
"Q96IG2-1","Q96IG2-1","ENST00000264658","ENSP00000264658","17","39401402","39261463","1"
"Q96IG2-1","Q96IG2-2","ENST00000394294","ENSP00000377832","17","39401402","39261463","1"
"Q96IG2-1","J3KTA1-1","ENST00000577399","ENSP00000462878","17","39402220","39261463","1"
"Q96IG2-1","J3QKL3-1","ENST00000581781","ENSP00000463132","17","39270810","39264160","1"
"Q96IG2-1","A0A2R8Y677-1","ENST00000647139","ENSP00000495330","17","39343241","39343182","1"
"Q9Y4F9-1","F5H029-1","ENST00000540914","ENSP00000438425","6","24875791","24840707","1"
"P84098-1","A0A7I2V638-1","ENST00000678147","ENSP00000504751","17","39200345","39202349","0"
"Q9Y646-1","E5RJA8-1","ENST00000517742","ENSP00000429146","8","96784898","96835097","0"
"Q96F44-1","R4GNB9-1","ENST00000602582","ENSP00000473574","1","228406187","228394825","1"
"P09110-1","H7C131-1","ENST00000421218","ENSP00000398172","3","38136624","38125564","1"
"Q92823-1","H7C132-1","ENST00000445634","ENSP00000398174","7","108175357","108149952","1"
"Q9Y262-1","H7C133-1","ENST00000436452","ENSP00000398176","22","37849420","37851336","0"
"Q9C035-1","H7C134-1","ENST00000438025","ENSP00000398196","11","5679807","5664037","1"
"Q9BRK5-1","G3V1E2-1","ENST00000465727","ENSP00000435962","1","1228793","1218624","1"
"Q9BRK5-1","Q9BRK5-6","ENST00000660930","ENSP00000499296","1","1228793","1217673","1"
"Q9BRK5-1","H0Y3T6-1","ENST00000403997","ENSP00000384207","1","1228596","1218523","1"
"Q9BRK5-1","A0A5F9UJX7-1","ENST00000263741","ENSP00000263741","1","1228772","1217673","1"
"Q9BRK5-1","A0A5F9UP49-1","ENST00000360001","ENSP00000353094","1","1228772","1217515","1"
"Q4L235-1","R4GNB1-1","ENST00000602986","ENSP00000473564","4","56378356","56338405","1"
"P08254-1","H7C139-1","ENST00000434103","ENSP00000398346","11","102838710","102836497","1"
"A2A2Z9-1","R4GNB3-1","ENST00000465094","ENSP00000473566","9","33567103","33568938","0"
"Q13286-1","O95090-1","ENST00000565778","ENSP00000458015","16","28491759","28482513","1"
"Q8NHP6-1","R4GNB6-1","ENST00000497603","ENSP00000473570","X","14873529","14873796","0"
"P55055-1","M0R1V8-1","ENST00000597130","ENSP00000472138","19","50377606","50378676","0"
"Q9NS26-1","Q9NS26-1","ENST00000370519","ENSP00000359550","X","141584678","141583741","1"
"Q9NS25-1","Q9NS25-1","ENST00000449283","ENSP00000405202","X","141002694","141003649","0"
"Q9NS23-1","Q9NS23-4","ENST00000327761","ENSP00000333327","3","50337319","50330584","1"
"Q9NS23-1","Q9NS23-2","ENST00000359365","ENSP00000352323","3","50340805","50330584","1"
"Q9NS23-1","Q9NS23-1","ENST00000357043","ENSP00000349547","3","50340805","50330584","1"
"Q9NS23-1","Q9NS23-3","ENST00000395126","ENSP00000378558","3","50332058","50330584","1"
"Q9NS23-1","Q9NS23-6","ENST00000395117","ENSP00000378549","3","50340805","50332129","1"
"Q9NS23-1","Q9NS23-7","ENST00000482447","ENSP00000433000","3","50340805","50331651","1"
"Q9BX84-1","Q9BX84-1","ENST00000360774","ENSP00000354006","9","74887856","74724616","1"
"Q9BX84-1","Q9BX84-2","ENST00000449912","ENSP00000396672","9","74887648","74724616","1"
"Q9BX84-1","Q9BX84-3","ENST00000361255","ENSP00000354962","9","74887248","74724616","1"
"Q9BX84-1","Q96LV9-1","ENST00000359047","ENSP00000351942","9","74887856","74827710","1"
"Q05193-1","A0A1B0GUX5-1","ENST00000636280","ENSP00000490285","9","128203471","128222200","0"
"Q86XU0-1","M0R1V2-1","ENST00000594681","ENSP00000472132","19","53251550","53242260","1"
"P51530-1","P51530-2","ENST00000399179","ENSP00000382132","10","68471864","68430468","1"
"P51530-1","F8VR31-1","ENST00000551118","ENSP00000450393","10","68471864","68414909","1"
"P51530-1","P51530-1","ENST00000358410","ENSP00000351185","10","68471864","68415042","1"
"P51530-1","H0Y455-1","ENST00000440722","ENSP00000389713","10","68430607","68416662","1"
"P51530-1","F8VPM6-1","ENST00000550357","ENSP00000450014","10","68471864","68470570","1"
"P51531-1","B1ALF6-1","ENST00000302401","ENSP00000305411","9","2158976","2192736","0"
"P51531-1","A0A1B0GU54-1","ENST00000637103","ENSP00000490486","9","2029023","2041404","0"
"P51531-1","A0A0U1RQS1-1","ENST00000634287","ENSP00000489142","9","2033006","2039575","0"
"P51531-1","A0A0U1RQX3-1","ENST00000634435","ENSP00000489212","9","2159817","2191294","0"
"P51531-1","A0A0U1RR83-1","ENST00000634338","ENSP00000489388","9","2159817","2191291","0"
"P51531-1","A0A0U1RQP3-1","ENST00000634989","ENSP00000489100","9","2159817","2161851","0"
"P51531-1","A0A1W2PS06-1","ENST00000639760","ENSP00000492585","9","2123850","2191431","0"
"P51531-1","A0A0A0MSS5-1","ENST00000452193","ENSP00000401096","9","2157882","2186152","0"
"P51531-1","A0A0U1RRD6-1","ENST00000634688","ENSP00000489473","9","2161713","2186143","0"
"P51531-1","A0A0U1RR26-1","ENST00000634781","ENSP00000489302","9","2160575","2192736","0"
"P51531-1","F6XE55-1","ENST00000423555","ENSP00000413057","9","2159817","2191297","0"
"P51531-1","A0A1B0GUV6-1","ENST00000636916","ENSP00000490262","9","2070433","2073247","0"
"P51531-1","A0A0U1RQE1-1","ENST00000635185","ENSP00000488947","9","2076284","2096689","0"
"P51531-1","P51531-2","ENST00000357248","ENSP00000349788","9","2029023","2192736","0"
"P51531-1","A0A1B0GWA8-1","ENST00000636559","ENSP00000490852","9","2029023","2039947","0"
"P51531-1","A0A0U1RRN2-1","ENST00000634343","ENSP00000489615","9","2159769","2186221","0"
"P51531-1","A0A0U1RRF8-1","ENST00000634706","ENSP00000489504","9","2161713","2186203","0"
"P51531-1","A0A0U1RQZ9-1","ENST00000634760","ENSP00000489256","9","2029023","2182171","0"
"P51531-1","F6VDE0-1","ENST00000450198","ENSP00000392081","9","2029023","2192736","0"
"P51531-1","F6RS74-1","ENST00000457226","ENSP00000415218","9","2029023","2039689","0"
"P51531-1","P51531-1","ENST00000349721","ENSP00000265773","9","2029023","2192736","0"
"P51531-1","A0A0U1RRJ4-1","ENST00000635688","ENSP00000489555","9","2158976","2161886","0"
"P51531-1","A0A0U1RQW7-1","ENST00000635530","ENSP00000489204","9","2159817","2191300","0"
"P51531-1","A0A0U1RRF5-1","ENST00000635392","ENSP00000489501","9","2181571","2182153","0"
"P51531-1","F6T8Q0-1","ENST00000324954","ENSP00000324770","9","2157882","2192736","0"
"P51531-1","A0A0U1RRJ8-1","ENST00000635226","ENSP00000489560","9","2047315","2047485","0"
"P51531-1","A0A0A0MT03-1","ENST00000439732","ENSP00000409398","9","2029023","2039755","0"
"P51531-1","F6UH26-1","ENST00000416751","ENSP00000412242","9","2161713","2191309","0"
"P51531-1","A0A1B0GTC9-1","ENST00000637383","ENSP00000489645","9","2029023","2029049","0"
"P51531-1","A0A0U1RR45-1","ENST00000635659","ENSP00000489334","9","2159779","2161733","0"
"P51531-1","A0A0U1RQU0-1","ENST00000635133","ENSP00000489168","9","2159817","2186176","0"
"P51531-1","A0A0U1RR09-1","ENST00000635388","ENSP00000489271","9","2161713","2191339","0"
"P51531-1","B4DNT1-1","ENST00000417599","ENSP00000387486","9","2159817","2192736","0"
"P51531-1","B1ALG1-1","ENST00000382183","ENSP00000371618","9","2161713","2192736","0"
"P51531-1","B1ALG2-1","ENST00000382186","ENSP00000371621","9","2161713","2192736","0"
"P51531-1","A0A0U1RRG6-1","ENST00000634772","ENSP00000489518","9","2110357","2186121","0"
"P51532-1","Q9HBD4-1","ENST00000646693","ENSP00000495368","19","10984152","11061813","0"
"P51532-1","K7EP28-1","ENST00000592158","ENSP00000467200","19","11035022","11058979","0"
"P51532-1","K7EQF0-1","ENST00000586985","ENSP00000467796","19","11034123","11065198","0"
"P51532-1","P51532-1","ENST00000429416","ENSP00000395654","19","10984152","11061813","0"
"P51532-1","P51532-2","ENST00000646510","ENSP00000494772","19","10984152","11061813","0"
"P51532-1","P51532-3","ENST00000589677","ENSP00000464778","19","10984152","11061813","0"
"P51532-1","P51532-4","ENST00000643296","ENSP00000496635","19","10984152","11061813","0"
"P51532-1","P51532-5","ENST00000444061","ENSP00000392837","19","10984152","11061813","0"
"P51532-1","A0A2R8Y440-1","ENST00000644065","ENSP00000493615","19","10991175","11061814","0"
"P51532-1","A0A2R8Y4C5-1","ENST00000644327","ENSP00000493905","19","10989425","11056261","0"
